gene	transcript_biotype	SVTYPE	SVLEN	category	sv	cell_line	sample	location
RNU6-108P	snRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6-108P	snRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6-483P	snRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6-483P	snRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PDE12	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PDE12	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ARF4	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ARF4	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ARF4-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ARF4-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6ATAC26P	snRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6ATAC26P	snRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
DENND6A	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
DENND6A	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
DENND6A-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
DENND6A-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
DENND6A-DT	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
DENND6A-DT	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZNF502	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZNF502	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZNF501	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZNF501	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
KIAA1143	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
KIAA1143	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
KIF15	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
KIF15	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MIR564	miRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MIR564	miRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TMEM42	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TMEM42	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
EXOSC7	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
EXOSC7	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CLEC3B	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CLEC3B	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU5B-3P	snRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU5B-3P	snRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TGM4	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TGM4	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
GTDC1	protein_coding	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
GTDC1	protein_coding	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
ZDHHC3	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZDHHC3	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
GOLGA4-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
GOLGA4-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
GOLGA4	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
GOLGA4	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PRKAR2A	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PRKAR2A	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PLOD2	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
CCR9	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CCR9	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
XCR1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
XCR1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SACM1L	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SACM1L	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ATP6V1A	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
SLMAP	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SLMAP	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
POMGNT2	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
POMGNT2	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ENTPD3-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ENTPD3-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
EIF1B	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
EIF1B	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
GTF2E1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC02049	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
MIR5682	miRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
STXBP5L	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
STAB1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
STAB1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
NT5DC2	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
NT5DC2	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
UQCC5	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
UQCC5	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6-856P	snRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6-856P	snRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6ATAC16P	snRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6ATAC16P	snRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PBRM1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PBRM1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PRPF40A	protein_coding	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
PRPF40A	protein_coding	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
ALG1L2	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RBP1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
FHIT	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
FHIT	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MIR548BB	miRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MIR548BB	miRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CCDC80	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC02042	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
CD200R1L	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
NEPRO-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
GAP43	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LSAMP	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LSAMP-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC00903	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
TUSC7	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
MIR4447	miRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC00901	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RNU5E-8P	snRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
GLB1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
GLB1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TMPPE	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TMPPE	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CRTAP	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CRTAP	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SUSD5	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SUSD5	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
FBXL2	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
FBXL2	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
UBP1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
UBP1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU7-110P	snRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU7-110P	snRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
NICN1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
NICN1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MANF	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MANF	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RBM15B	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RBM15B	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
DCAF1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
DCAF1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RAD54L2	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RAD54L2	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CACNA2D3	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CACNA2D3	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
EFCAB12	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC02000	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RYK	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC02004	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RNU6ATAC4P	snRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6ATAC4P	snRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
EPM2AIP1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
EPM2AIP1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MLH1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MLH1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
NT5C1B	protein_coding	DEL	680180	Deletion	DEL:chr2:18014601-18694781	HAP1	C516R_G1_D21	Within variant
NT5C1B	protein_coding	DEL	3196560	Deletion	DEL:chr2:18014602-21211162	HAP1	C516R_G1_C31	Within variant
ZBED2	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
PLCXD2	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
PLCXD2-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
PHLDB2	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ABHD10	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
TAGLN3	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
GATA2	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
NR4A2	protein_coding	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
NR4A2	protein_coding	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
MYL3	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MYL3	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZNF852	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZNF852	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU7-73P	snRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU7-73P	snRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ITGA9-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ITGA9-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CTDSPL	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CTDSPL	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SCN5A	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SCN5A	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TTC32-DT	lncRNA	DEL	3196560	Deletion	DEL:chr2:18014602-21211162	HAP1	C516R_G1_C31	Within variant
LINC01376	lncRNA	DEL	3196560	Deletion	DEL:chr2:18014602-21211162	HAP1	C516R_G1_C31	Within variant
MMADHC-DT	lncRNA	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
MMADHC-DT	lncRNA	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
MYD88	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MYD88	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
FSTL1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
NDUFB4	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC02993	lncRNA	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
LINC02993	lncRNA	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
LINC01412	lncRNA	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
LINC01412	lncRNA	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
FMNL2	protein_coding	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
FMNL2	protein_coding	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
PUM2	protein_coding	DEL	3196560	Deletion	DEL:chr2:18014602-21211162	HAP1	C516R_G1_C31	Within variant
CACNB4	protein_coding	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
CACNB4	protein_coding	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
STAM2	protein_coding	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
STAM2	protein_coding	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
TDRD15	protein_coding	DEL	3196560	Deletion	DEL:chr2:18014602-21211162	HAP1	C516R_G1_C31	Within variant
APOB	protein_coding	DEL	3196560	Deletion	DEL:chr2:18014602-21211162	HAP1	C516R_G1_C31	Within variant
GPD2	protein_coding	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
GPD2	protein_coding	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
TMEM38B	protein_coding	INVt2t	40495	Inversion	INVt2t:chr9:105747165-105787660	HAP1	C516R_c10	Intersecting breakend
RBMS3	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Intersecting breakend
RBMS3	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Intersecting breakend
CASC9	lncRNA	INVt2t	164030	Inversion	INVt2t:chr8:75281807-75445837	HAP1	C516R_G1_A31	Intersecting breakend
CASC9	lncRNA	INVh2h	164047	Inversion	INVh2h:chr8:75281807-75445854	HAP1	C516R_G1_A31	Intersecting breakend
USP38-DT	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Intersecting breakend
LINC01205	lncRNA	DEL	251910	Deletion	DEL:chr3:109510791-109762701	HAP1	C516R_G1_D21	Intersecting breakend
TEX11	protein_coding	DEL	240613	Deletion	DEL:chrX:70601442-70842055	HAP1	C516R_G1_C31	Intersecting breakend
TEX11	protein_coding	DEL	98492	Deletion	DEL:chrX:70842055-70940547	HAP1	C516R_G1_D61	Intersecting breakend
TEX11	protein_coding	DEL	240613	Deletion	DEL:chrX:70601442-70842055	HAP1	C516R_G1_C31	Intersecting breakend
IGSF11	protein_coding	DEL	52477	Deletion	DEL:chr3:119004052-119056546	HEK293T	F3R_c5t8	Intersecting breakend
OPHN1	protein_coding	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Intersecting breakend
OPHN1	protein_coding	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Intersecting breakend
CNTNAP2	protein_coding	INVt2t	522520	Inversion	INVt2t:chr7:147322664-147845184	HAP1	C516R_G1_E12	Intersecting breakend
CNTNAP2	protein_coding	INVh2h	522537	Inversion	INVh2h:chr7:147322664-147845201	HAP1	C516R_G1_E12	Intersecting breakend
CNTNAP2	protein_coding	INVt2t	522520	Inversion	INVt2t:chr7:147322664-147845184	HAP1	C516R_G1_E12	Intersecting breakend
CNTNAP2	protein_coding	INVh2h	522537	Inversion	INVh2h:chr7:147322664-147845201	HAP1	C516R_G1_E12	Intersecting breakend
FREM3	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Intersecting breakend
LRRTM4	protein_coding	DEL	849273	Deletion	DEL:chr2:76907917-77757190	HAP1	C516R_G1_D61	Intersecting breakend
